  65.325    0.00000    1.000
  60.325    0.00000    1.000
  55.325    0.00000    1.000
  50.325    0.00000    1.000
  45.325    0.00000    1.000
  40.325    0.00000    1.000
  39.825    0.00000    1.000
  39.329    0.00000    1.000
  38.834    0.00000    1.000
  38.338    0.00000    1.000
  37.842    0.00000    1.000
  37.346    0.00000    1.000
  36.851    0.00000    1.000
  36.355    0.00000    1.000
  35.859    0.00000    1.000
  35.363    0.00000    1.000
  34.868    0.00000    1.000
  34.372    0.00000    1.000
  33.876    0.00000    1.000
  33.380    0.00000    1.000
  32.885    0.00000    1.000
  32.389    0.00000    1.000
  31.893    0.00000    1.000
  31.397    0.00000    1.000
  30.902    0.00000    1.000
  30.406    0.00000    1.000
  29.910    0.00000    1.000
  29.414    0.00000    1.000
  28.919    0.00000    1.000
  28.423    0.00000    1.000
  27.927    0.00000    1.000
  27.431    0.00000    1.000
  26.936    0.00000    1.000
  26.440    0.00000    1.000
  25.944    0.00000    1.000
  25.448    0.00000    1.000
  24.953    0.00000    1.000
  24.457    0.00000    1.000
  23.961    0.00000    1.000
  23.465    0.00000    1.000
  22.970    0.00000    1.000
  22.474    0.00000    1.000
  21.978    0.00000    1.000
  21.482    0.00000    1.000
  20.987    0.00000    1.000
  20.491    0.00000    1.000
  20.192    0.00000    1.000
  20.089    0.00000    1.000
  19.986    0.00000    1.000
  19.883    0.00000    1.000
  19.780    0.00000    1.000
  19.677    0.00000    1.000
  19.574    0.00000    1.000
  19.471    0.00000    1.000
  19.368    0.00000    1.000
  19.266    0.00000    1.000
  19.163    0.00000    1.000
  19.060    0.00000    1.000
  18.957    0.00000    1.000
  18.854    0.00000    1.000
  18.751    0.00000    1.000
  18.648    0.00000    1.000
  18.545    0.00000    1.000
  18.442    0.00000    1.000
  18.340    0.00000    1.000
  18.237    0.00000    1.000
  18.134    0.00000    1.000
  18.031    0.00000    1.000
  17.928    0.00000    1.000
  17.825    0.00000    1.000
  17.722    0.00000    1.000
  17.619    0.00000    1.000
  17.516    0.00000    1.000
  17.413    0.00000    1.000
  17.311    0.00000    1.000
  17.208    0.00000    1.000
  17.105    0.00000    1.000
  17.002    0.00000    1.000
  16.899    0.00000    1.000
  16.796    0.00000    1.000
  16.693    0.00000    1.000
  16.590    0.00000    1.000
  16.487    0.00000    1.000
  16.385    0.00000    1.000
  16.282    0.00000    1.000
  16.179    0.00000    1.000
  16.076    0.00000    1.000
  15.973    0.00000    1.000
  15.870    0.00000    1.000
  15.767    0.00000    1.000
  15.664    0.00000    1.000
  15.561    0.00000    1.000
  15.459    0.00000    1.000
  15.356    0.00000    1.000
  15.253    0.00000    1.000
  15.150    0.00000    1.000
  15.047    0.00000    1.000
  14.944    0.00000    1.000
  14.841    0.00000    1.000
  14.738    0.00000    1.000
  14.635    0.00000    1.000
  14.533    0.00000    1.000
  14.430    0.00000    1.000
  14.327    0.00000    1.000
  14.224    0.00000    1.000
  14.121    0.00000    1.000
  14.018    0.00000    1.000
  13.915    0.00000    1.000
  13.812    0.00000    1.000
  13.709    0.00000    1.000
  13.607    0.00000    1.000
  13.504    0.00000    1.000
  13.401    0.00000    1.000
  13.298    0.00000    1.000
  13.195    0.00000    1.000
  13.092    0.00000    1.000
  12.989    0.00000    1.000
  12.886    0.00000    1.000
  12.783    0.00000    1.000
  12.680    0.00000    1.000
  12.578    0.00000    1.000
  12.475    0.00000    1.000
  12.372    0.00000    1.000
  12.269    0.00000    1.000
  12.166    0.00000    1.000
  12.063    0.00000    1.000
  11.960    0.00000    1.000
  11.857    0.00000    1.000
  11.754    0.00000    1.000
  11.652    0.00000    1.000
  11.549    0.00000    1.000
  11.446    0.00000    1.000
  11.343    0.00000    1.000
  11.240    0.00000    1.000
  11.137    0.00000    1.000
  11.034    0.00000    1.000
  10.931    0.00000    1.000
  10.828    0.00000    1.000
  10.726    0.00000    1.000
  10.623    0.00000    1.000
  10.520    0.00000    1.000
  10.417    0.00000    1.000
  10.314    0.00000    1.000
  10.211    0.00000    1.000
  10.108    0.00000    1.000
  10.005    0.00000    1.000
   9.902    0.00000    1.000
   9.800    0.00000    1.000
   9.697    0.00000    1.000
   9.594    0.00000    1.000
   9.491    0.00000    1.000
   9.388    0.00000    1.000
   9.285    0.00000    1.000
   9.182    0.00000    1.000
   9.079    0.00000    1.000
   8.976    0.00000    1.000
   8.874    0.00000    1.000
   8.771    0.00000    1.000
   8.668    0.00000    1.000
   8.565    0.00000    1.000
   8.462    0.00000    1.000
   8.359    0.00000    1.000
   8.256    0.00000    1.000
   8.153    0.00000    1.000
   8.050    0.00000    1.000
   7.948    0.00000    1.000
   7.845    0.00000    1.000
   7.742    0.00000    1.000
   7.639    0.00000    1.000
   7.536    0.00000    1.000
   7.433    0.00000    1.000
   7.330    0.00000    1.000
   7.227    0.00000    1.000
   7.124    0.00000    1.000
   7.021    0.00000    1.000
   6.919    0.00000    1.000
   6.816    0.00000    1.000
   6.713    0.00000    1.000
   6.610    0.00000    1.000
   6.507    0.00000    1.000
   6.404    0.00000    1.000
   6.301    0.00000    1.000
   6.198    0.00000    1.000
